USAF,WBAN,STATION NAME,ST,CALL,ELEV(M),BEGIN,END,lon,lat
725628,99999,BREWSTER FLD,NE,KHDE,704.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-99.333,40.45
725634,99999,COZAD MUNI,NE,KCZD,762.6,1985-11-06T00:00:00.000000000,1991-04-05T00:00:00.000000000,-100.004,40.869
725635,24044,ALLIANCE MUNICIPAL AIRP,NE,KAIA,1196.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.802,42.057
725635,99999,ALLIANCE MUNI,NE,KAIA,1198.0,1942-11-22T00:00:00.000000000,1997-12-31T00:00:00.000000000,-102.8,42.05
725636,24017,CHADRON MUNICIPAL AIRPO,NE,KCDR,1003.0,1973-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.098,42.837
725636,99999,CHADRON MUNI,NE,KCDR,1005.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-103.1,42.833
725637,99999,GORDON MUNI,NE,KGRN,1085.7,1974-01-01T00:00:00.000000000,2025-05-25T00:00:00.000000000,-102.175,42.806
725649,99999,WHEATLAND,WY,KBRX,1509.0,2002-09-05T00:00:00.000000000,2004-10-27T00:00:00.000000000,-104.95,41.95
725665,94073,KMBAL MUNI/R E ARRAJ FD,NE,KIBM,1491.7,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-103.671,41.189
725665,99999,KIMBALL MUNI R E ARR,NE,KIBM,1501.0,2003-05-12T00:00:00.000000000,2005-12-31T00:00:00.000000000,-103.67,41.18
725763,94053,TORRINGTON MUNICIPAL AR,WY,KTOR,1278.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.158,42.061
725763,99999,TORRINGTON MUNI,WY,KTOR,1282.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-104.15,42.067
725939,99999,COUNCIL BLUFFS,IA,,382.0,1995-04-23T00:00:00.000000000,1995-05-31T00:00:00.000000000,-95.767,41.267
726226,99999,LA CROSSE(WFO),WI,KARX,200.0,1942-01-01T00:00:00.000000000,1980-03-14T00:00:00.000000000,-91.2,43.817
726416,14921,TRI-COUNTY REGIONAL ARP,WI,KLNR,218.0,1973-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.187,43.211
726416,99999,TRI CO RGNL,WI,KLNR,219.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-90.183,43.217
726417,54911,TAYLOR COUNTY AIRPORT,WI,KMDZ,448.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.303,45.101
726417,99999,TAYLOR CO,WI,KMDZ,448.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.303,45.101
726418,54912,L.O. SIMENSTAD MUNICIPA,WI,KOEO,275.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.69,45.308
726418,99999,L O SIMENSTAD MUNI,WI,KOEO,275.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.7,45.317
726419,94929,JOHN F KENNEDY MEMO ARP,WI,KASX,250.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.918,46.547
726419,99999,J F KENNEDY MEMORIAL,WI,KASX,252.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.917,46.55
726427,54908,RICHARD I BONG AIRPORT,WI,KSUW,205.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.094,46.689
726427,99999,RICHARD I BONG,WI,KSUW,205.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.1,46.683
726436,94930,VOLK FIELD AIRPORT,WI,KVOK,278.0,1961-10-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.267,43.933
726436,99999,VOLK FLD,WI,KVOK,278.0,2000-01-03T00:00:00.000000000,2004-12-31T00:00:00.000000000,-90.25,43.933
726437,94940,SPARTA/FORT MC COY AIRP,WI,KCMY,252.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.733,43.967
726437,99999,SPART FORT MC COY,WI,KCMY,255.0,1979-06-21T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.733,43.967
726438,94994,BOSCOBEL AIRPORT,WI,KOVS,203.1,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-90.678,43.156
726438,99999,BOSCOBEL,WI,KOVS,205.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-90.683,43.167
726444,4963,PRAIRIE DU CHIEN MUNI A,WI,KPDC,201.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.124,43.019
726444,99999,PRAIRIE DU CHIEN MUN,WI,KPDC,201.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-91.117,43.017
726466,54917,APPLETON MUNICIPAL AIRP,MN,KAQP,310.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.007,45.228
726466,99999,APPLETON MUNI ARPT,MN,KAQP,310.0,1979-12-27T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.0,45.23
726467,54909,RICE LAKE REGIONAL-CARL,WI,KRPD,336.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.773,45.419
726467,99999,RICE LAKE RGNL CARLS,WI,KRPD,337.0,1987-06-29T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.767,45.417
726468,54913,PRICE COUNTY AIRPORT,WI,KPBH,456.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.402,45.709
726468,99999,PRICE CO,WI,KPBH,456.0,1988-01-11T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.4,45.717
726498,4925,FAIRFIELD MUNICIPAL ARP,IA,KFFL,243.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.979,41.053
726498,99999,FAIRFIELD MUNI,IA,KFFL,244.0,1995-04-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.979,41.053
726499,94971,ESTHERVILLE MUNI AIRPOR,IA,KEST,400.6,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.748,43.401
726499,99999,ESTHERVILLE MUNI,IA,KEST,401.0,1987-06-29T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.746,43.407
726500,14972,SPENCER MUNICIPAL AIRPO,IA,KSPW,407.5,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.21,43.168
726500,99999,SPENCER,IA,KSPW,408.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.15,43.167
726507,54907,IOWA COUNTY AIRPORT,WI,KMRJ,356.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.236,42.887
726507,99999,IOWA CO,WI,KMRJ,357.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.233,42.883
726508,94973,SAWYER COUNTY AIRPORT,WI,KHYR,368.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.443,46.03
726508,99999,SAWYER CO,WI,KHYR,371.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.45,46.033
726514,94032,CUSTER COUNTY AIRPORT,SD,KCUT,1695.8,2005-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.615,43.733
726514,99999,CUSTER COUNTY,SD,KCUT,1707.0,1985-05-22T00:00:00.000000000,1997-12-31T00:00:00.000000000,-103.617,43.733
726515,94902,BROOKINGS MUNICIPAL ARP,SD,KBKX,502.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.8,44.3
726515,99999,BROOKINGS RGNL,SD,KBKX,502.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.817,44.3
726516,24024,PHILIP AIRPORT,SD,KPHP,672.7,1998-07-02T00:00:00.000000000,2025-05-28T00:00:00.000000000,-101.601,44.051
726516,99999,PHILIP,SD,KPHP,673.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-101.6,44.05
726517,94039,PINE RIDGE AIRPORT,SD,KIEN,1002.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.52,43.026
726517,99999,PINE RIDGE,SD,KIEN,1016.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.517,43.017
726518,94990,WINNER REGIONAL AIRPORT,SD,KICR,615.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-99.843,43.389
726518,99999,WINNER,SD,KICR,619.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-99.85,43.383
726519,94993,SISSETON MUNICIPAL AIRP,SD,K8D3,353.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.992,45.669
726519,99999,SISSETON MUNI ARPT,SD,K8D3,354.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-97.0,45.667
726520,99999,PICKSTOWN  SD.,,,453.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.533,43.067
726525,94911,CHAN GURNEY MUNICIPAL A,SD,KYKN,357.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-97.364,42.879
726525,99999,CHAN GURNEY MUNI,SD,KYKN,398.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-97.383,42.917
726530,94943,CHAMBERLAIN MUNI AIRPOR,SD,K9V9,519.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-99.318,43.767
726530,99999,CHAMBERLAIN (AMOS),SD,K9V9,530.0,1978-03-10T00:00:00.000000000,1997-12-31T00:00:00.000000000,-99.317,43.8
726539,94056,FAITH MUNICIPAL AIRPORT,SD,KD07,784.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-102.02,45.033
726539,99999,FAITH MUNI,SD,KD07,787.0,1999-01-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-102.017,45.033
726543,99999,GLENWOOD,MN,,423.0,1993-01-12T00:00:00.000000000,1995-02-02T00:00:00.000000000,-95.38,45.65
726544,4958,ORR REGIONAL AIRPORT,MN,KORB,399.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.856,48.016
726544,99999,ORR RGNL,MN,KORB,400.0,1993-01-12T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.85,48.017
726545,94950,MITCHELL MUNICIPAL AIRP,SD,KMHE,396.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-98.038,43.774
726545,99999,MITCHELL MUNI,SD,KMHE,397.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-98.039,43.775
726547,4931,GLENWOOD MUNICIPAL AIRP,MN,KGHW,424.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.32,45.644
726547,99999,GLENWOOD MUNI,MN,KGHW,425.0,1974-08-09T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.317,45.65
726548,4971,WARROAD INTL-SWEDE CARL,MN,KRRT,327.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.348,48.941
726548,99999,WARROAD INTL,MN,KRRT,327.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.333,48.933
726549,54905,COOK MUNICIPAL AIRPORT,MN,KCQM,404.5,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-92.689,47.822
726549,99999,COOK MUNI,MN,KCQM,404.0,1997-07-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.683,47.817
726553,4951,MONTIVIDEO-CHIPPEWA CO,MN,KMVE,315.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.71,44.969
726553,99999,MONTEVIDEO CHIPPEWA,MN,KMVE,315.0,1988-04-02T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.717,44.969
726554,54906,ST JAMES MUNICIPAL AIRP,MN,KJYG,325.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.558,43.986
726554,99999,ST JAMES MUNI,MN,KJYG,325.0,1986-01-27T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.558,43.986
726555,94938,BRAINERD LAKES RGNL ARP,MN,KBRD,372.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.127,46.402
726555,99999,BRAINERD LAKES RGNL,MN,KBRD,374.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.133,46.4
726556,14992,REDWOOD FALLS MUNI AIRP,MN,KRWF,312.7,2000-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.08,44.548
726556,99999,REDWOOD FALLS MUNI,MN,KRWF,312.0,1949-11-11T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.083,44.55
726558,4914,CLOQUET CARLTON CO AIRP,MN,KCOQ,389.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.504,46.703
726558,99999,CLOQUET CARLTON CO,MN,KCOQ,390.0,1992-08-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.5,46.7
726559,94976,SW MN RGNL MRSHL/RYAN F,MN,KMML,359.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.817,44.45
726559,99999,SW MINNESOTA RGNL,MN,KMML,360.0,1984-03-31T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.822,44.451
726560,24025,PIERRE REGIONAL AIRPORT,SD,KPIR,523.9,2010-08-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.286,44.382
726560,94966,PIERRE RGNL,SD,KFFM,360.9,2006-01-01T00:00:00.000000000,2010-08-01T00:00:00.000000000,-96.15,46.283
726560,99999,PIERRE RGNL,SD,KPIR,531.0,1984-03-31T00:00:00.000000000,1997-12-31T00:00:00.000000000,-100.283,44.383
726561,94997,WADENA MUNICIPAL AIRPOR,MN,KADC,417.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.212,46.447
726561,99999,WADENA,MN,KADC,417.0,2002-04-23T00:00:00.000000000,2005-12-31T00:00:00.000000000,-95.217,46.45
726562,4943,AIRLAKE AIRPORT,MN,KLVN,292.6,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.228,44.628
726562,99999,AIRLAKE,MN,KLVN,293.0,1997-01-23T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.228,44.629
726563,94969,FARIBAULT MUNICIPAL ARP,MN,KFBL,323.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.317,44.333
726563,99999,FARIBAULT MUNI,MN,KFBL,323.0,1986-10-16T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.311,44.325
726564,4967,RED WING REGIONAL AIRPO,MN,KRGK,237.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.485,44.589
726564,99999,RED WING RGNL,MN,KRGK,238.0,1991-11-06T00:00:00.000000000,1997-12-31T00:00:00.000000000,-92.483,44.583
726565,4948,MORRIS MUNICIPAL AIRPOR,MN,KMOX,344.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.968,45.566
726565,99999,MORRIS MUNI,MN,KMOX,347.0,1991-11-06T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.967,45.567
726566,4965,PIPESTONE MUNICIPAL ARP,MN,KPQN,529.1,2006-01-01T00:00:00.000000000,2022-08-03T00:00:00.000000000,-96.3,43.983
726566,99999,PIPESTONE MUNI,MN,KPQN,529.0,1991-11-06T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.3,43.983
726567,4980,NEW ULM MUNICIPAL AIRPO,MN,KULM,308.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.502,44.319
726567,99999,NEW ULM MUNI,MN,KULM,308.0,1991-11-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.5,44.317
726568,4961,OWATONNA DEGNER RGNL AR,MN,KOWA,349.3,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.261,44.123
726568,99999,OWATONNA DEGNER RGNL,MN,KOWA,349.0,1992-08-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.267,44.117
726569,4933,HTCHSON MUNI-BUTLR FLD,MN,KHCD,323.1,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.382,44.859
726569,99999,HUTCHINSON MUNI BUTL,MN,KHCD,323.0,1992-08-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.383,44.867
726573,99999,AIRLAKE,MN,,292.0,1993-01-12T00:00:00.000000000,1996-08-15T00:00:00.000000000,-93.233,44.633
726574,94985,MARSHFIELD MUNICIPAL AR,WI,KMFI,381.5,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.188,44.638
726574,99999,MARSHFIELD MUNI,WI,KMFI,389.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.189,44.637
726575,94960,CRYSTAL AIRPORT,MN,KMIC,263.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.351,45.062
726575,99999,CRYSTAL,MN,KMIC,265.0,1983-11-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.354,45.062
726576,14928,WILLMAR RCO,MN,KILL,344.1,1990-11-20T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.083,45.117
726576,99999,WILLMAR MUNI JOHN L RIC,MN,KILL,343.5,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-95.089,45.116
726577,94974,ANOKA CO-BLNE AP(JNS FD,MN,KANE,278.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.217,45.15
726577,99999,ANOKA CO BLAINE,MN,KANE,278.0,1990-10-22T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.217,45.15
726578,4944,LITL FALS/MRSON CO-LNBR,MN,KLXL,342.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-94.347,45.949
726578,99999,LITTLE FALLS MORRISO,MN,KLXL,342.0,1992-08-04T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.347,45.949
726579,94963,FLYING CLOUD AIRPORT,MN,KFCM,275.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.471,44.832
726579,99999,FLYING CLOUD,MN,KFCM,276.0,1983-11-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.45,44.817
726583,4941,LITCHFIELD MUNICIPAL AR,MN,KLJF,347.5,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.507,45.147
726583,99999,LITCHFIELD MUNI,MN,KLJF,347.0,1985-04-22T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.5,45.1
726584,14927,ST PAUL DWTWN HOLMAN FD,MN,KSTP,213.3,1983-11-03T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.056,44.932
726584,99999,ST PAUL DOWNTOWN HO,MN,KSTP,215.0,2000-01-01T00:00:00.000000000,2003-12-31T00:00:00.000000000,-93.05,44.933
726585,14954,MANKATO MUNICIPAL AIRPO,MN,KMKT,311.2,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-93.917,44.217
726585,99999,MANKATA RGNL ARPT,MN,KMKT,311.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.919,44.223
726586,94948,FAIRMONT MUNICIPAL AIRP,MN,KFRM,353.9,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.417,43.65
726586,99999,FAIRMONT MUNI(AWOS),MN,KFRM,354.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-94.417,43.65
726587,94927,WORTHINGTON MUNICIPAL A,MN,KOTG,477.9,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-95.58,43.645
726587,99999,WORTHINGTON MUNI,MN,KOTG,480.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.583,43.65
726588,4956,WIOA MUNI-MAX CONRAD FD,MN,KONA,200.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.708,44.077
726588,99999,WINONA MUNI CONRAD F,MN,KONA,200.0,1991-11-18T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.7,44.083
726589,94968,ALBERT LEA MUNICIPAL AR,MN,KAEL,383.7,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.367,43.683
726589,99999,ALBERT LEA (AWOS),MN,KAEL,383.0,1986-03-31T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.367,43.683
726593,4946,JACKSON MUNICIPAL AIRPO,MN,KMJQ,440.7,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-94.986,43.65
726593,99999,JACKSON MUNI,MN,KMJQ,441.0,1998-02-01T00:00:00.000000000,2005-12-31T00:00:00.000000000,-94.987,43.65
726596,4978,DODGE CENTER ARPT,MN,KTOB,397.8,2006-01-01T00:00:00.000000000,2025-05-28T00:00:00.000000000,-92.831,44.018
726596,99999,DODGE CENTER,MN,KTOB,398.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.833,44.017
726603,4974,SOUTH ST PAUL MUNI-RICH,MN,KSGS,249.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.033,44.857
726603,99999,SOUTH ST PAUL MUNI,MN,KSGS,250.0,1995-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.033,44.85
726605,386,BLACK HILLS AIRPORT CLY,SD,KSPF,1198.2,2005-06-24T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.783,44.483
726605,99999,BLACK HILLS CLYDE ICE F,SD,KSPF,1198.2,1990-07-27T00:00:00.000000000,1997-10-03T00:00:00.000000000,-103.783,44.48
726606,99999,BELLE FOURCHE MUNI,SD,KEFC,972.3,1992-10-24T00:00:00.000000000,2004-05-21T00:00:00.000000000,-103.862,44.734
726610,99999,REDIG  SD.,,,925.0,1977-08-27T00:00:00.000000000,1989-04-10T00:00:00.000000000,-103.533,45.267
726625,24006,ELLSWORTH AIR FORCE BAS,SD,KRCA,999.1,1939-02-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.1,44.15
726625,99999,ELLSWORTH AFB,SD,KRCA,999.0,2000-01-01T00:00:00.000000000,2004-12-31T00:00:00.000000000,-103.1,44.133
726627,94037,BUFFALO,SD,K2WX,922.0,1999-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-103.547,45.604
726627,99999,BUFFALO,SD,K2WX,915.0,1974-08-09T00:00:00.000000000,1997-12-31T00:00:00.000000000,-103.55,45.6
726676,24087,DAWSON COMMUNITY AIRPOR,MT,KGDV,748.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.8,47.133
726676,99999,DAWSON COMMUNITY,MT,KGDV,749.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-104.8,47.133
726679,4969,RUSH CITY REGIONAL AIRP,MN,KROS,281.3,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.953,45.698
726679,99999,RUSH CITY RGNL,MN,KROS,281.0,2001-08-11T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.95,45.7
726682,54914,PRINCETON MUNICIPAL AIR,MN,KPNM,298.4,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.608,45.56
726682,99999,PRINCETON MUNI,MN,KPNM,298.0,1997-03-13T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.608,45.56
726685,94052,MOBRIDGE MUNICIPAL AIRP,SD,KMBG,521.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-100.409,45.55
726685,99999,MOBRIDGE MUNI,SD,KMBG,523.0,1977-03-01T00:00:00.000000000,1997-12-22T00:00:00.000000000,-100.408,45.547
726695,99999,LEMMON MUNI,SD,KLEM,783.6,1977-03-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-102.106,45.919
726777,94055,BAKER MUNICIPAL AIRPORT,MT,KBHK,902.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-104.261,46.352
726777,99999,BAKER MUNI,MT,KBHK,906.0,1998-05-14T00:00:00.000000000,2005-12-31T00:00:00.000000000,-104.267,46.35
727410,99999,PARK FALLS MUNI,WI,KPKF,457.2,1973-01-01T00:00:00.000000000,2001-02-03T00:00:00.000000000,-90.424,45.955
727416,99999,DEVILS ISLAND LIGHT STA,WI,,192.0,1976-09-26T00:00:00.000000000,1987-05-26T00:00:00.000000000,-90.73,47.08
727444,4979,RICHARD B HELGESON AIRP,MN,KTWM,329.2,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.745,47.049
727444,99999,RICHARD B HELGESON,MN,KTWM,329.0,1992-08-07T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.75,47.05
727445,94926,GOGEBIC-IRON COUNTY ARP,MI,KIWD,374.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.133,46.533
727445,99999,GOCEBIC IRON CO,MI,KIWD,375.0,1973-01-01T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.131,46.527
727446,99999,TWO HARBORS(AWOS),MN,,328.0,1976-09-26T00:00:00.000000000,1981-06-22T00:00:00.000000000,-91.75,47.1
727449,4954,MOOSE LAKE CARLTON CO A,MN,KMZH,328.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.804,46.419
727449,99999,MOOSE LAKE CARLTON C,MN,KMZH,328.0,1976-09-26T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.8,46.417
727452,4912,CRKSTN MUNI KRKWOD FLD,MN,KCKN,274.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-96.621,47.842
727452,99999,CROOKSTON MUNI KIRKW,MN,KCKN,274.0,1985-09-20T00:00:00.000000000,1997-12-31T00:00:00.000000000,-96.617,47.85
727454,4911,GRAND MARAIS/COOK CO AR,MN,KCKC,548.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-90.383,47.838
727454,99999,GRAND MARAIS COOK CO,MN,KCKC,548.0,1997-03-13T00:00:00.000000000,1997-12-31T00:00:00.000000000,-90.383,47.833
727456,4919,SKY HARBOR AIRPORT,MN,KDYT,185.9,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-92.043,46.722
727456,99999,SKY HARBOR,MN,KDYT,186.0,1976-09-26T00:00:00.000000000,2005-12-31T00:00:00.000000000,-92.043,46.722
727457,94962,DETRT LKS-WETHING FLD A,MN,KDTL,425.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-95.883,46.833
727457,99999,DETROIT LAKES WETHIN,MN,KDTL,426.0,1978-02-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-95.886,46.825
727458,94919,GRAND RAPIDS/ITASCA CO-,MN,KGPZ,413.0,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-93.51,47.211
727458,99999,GRAND RAPIDS ITASCA,MN,KGPZ,413.0,1983-11-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-93.517,47.217
727459,94964,ELY MUNICIPAL AIRPORT,MN,KELO,443.8,2006-01-01T00:00:00.000000000,2025-05-27T00:00:00.000000000,-91.833,47.817
727459,99999,ELY MUNI,MN,KELO,443.0,1983-11-03T00:00:00.000000000,1997-12-31T00:00:00.000000000,-91.833,47.817
